User_ID,User_Country,User_Age_Group,Gender,Travel_Companion,Location_Type,Preferred_Activities
User 6658,United States,26-35,Male,Friends,"['Museums', 'Historic Sites', 'Gardens']","['Snorkeling', 'Sightseeing', 'Cultural Tours']"
User 6659,United Kingdom,36-50,Female,Couple,"['Museums', 'Nature & Wildlife Areas']","['Cultural Tours', 'Wildlife Spotting', 'Tea Plucking', 'Farm Tours']"
User 6660,India,36-50,Male,Solo,"['Museums', 'Historic Sites']","['Educational Tours', 'Wildlife Safaris', 'Hiking']"
User 6661,United Kingdom,51+,Male,Family,"['Museums', 'Historic Sites', 'Bodies of Water']","['Gardens', 'Meditation', 'Wildlife Safaris']"
User 6662,Netherlands,26-35,Male,Couple,"['Museums', 'Farms']","['Boat Tours', 'Hiking', 'Cultural Tours']"
User 5786,India,51+,Female,Family,"['Museums', 'Historic Sites']","['Meditation', 'Relaxation', 'Historical Exploration', 'Worship']"
User 6663,Singapore,36-50,Female,Solo,"['Waterfalls', 'Museums']","['Tea Plucking', 'Farm Tours', 'Cultural Tours', 'Educational Tours']"
User 6664,Indonesia,36-50,Female,Couple,"['Waterfalls', 'Museums']","['Nature Walks', 'Farm Tours', 'Tea Plucking', 'Wildlife Spotting']"
User 6665,Israel,51+,Male,Friends,"['Museums', 'Nature & Wildlife Areas', 'Bodies of Water']","['Nature Walks', 'Meditation', 'Worship', 'Wildlife Safaris']"
User 6666,United Kingdom,18-25,Male,Solo,"['Museums', 'National Parks', 'Gardens']","['Yoga', 'Snorkeling', 'Photography', 'Boat Tours']"
User 6667,United Kingdom,36-50,Male,Family,"['Museums', 'Religious Sites']","['Historical Exploration', 'Factory Tours', 'Fishing', 'Agricultural Workshops']"
User 6668,United States,51+,Female,Friends,"['Museums', 'Gardens']","['Relaxation', 'Meditation', 'Worship']"
User 6669,United Kingdom,36-50,Male,Solo,"['Waterfalls', 'Museums', 'Historic Sites']","['Photography', 'Hiking', 'Fishing']"
User 6670,United Kingdom,51+,Male,Solo,"['Museums', 'Religious Sites']","['Educational Tours', 'Gardens', 'Meditation', 'Wildlife Safaris']"
User 6671,United Kingdom,36-50,Male,Friends,"['Museums', 'National Parks']","['Wildlife Safaris', 'Boating', 'Hiking']"
User 6672,India,36-50,Female,Friends,"['Museums', 'Nature & Wildlife Areas']","['Boating', 'Farm Tours', 'Cultural Tours']"
User 6673,United Kingdom,36-50,Female,Friends,"['Museums', 'Historic Sites', 'Bodies of Water']","['Farm Tours', 'Boating', 'Cultural Tours']"
User 6674,Qatar,18-25,Female,Solo,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Yoga', 'Beach Hopping', 'Snorkeling', 'Hiking']"
User 6675,United Kingdom,26-35,Female,Friends,"['Museums', 'Gardens']","['Meditation', 'Boat Tours', 'Hiking', 'Snorkeling']"
User 1020,United Kingdom,26-35,Male,Family,"['Museums', 'Beaches']","['Hiking', 'Cultural Tours', 'Boat Tours']"
User 6676,United Arab Emirates,36-50,Male,Solo,"['Museums', 'Gardens', 'Religious Sites']","['Educational Tours', 'Fishing', 'Worship', 'Historical Exploration']"
User 6677,United Kingdom,36-50,Male,Solo,"['Museums', 'Zoological Gardens']","['Photography', 'Educational Tours', 'Worship', 'Hiking']"
User 6678,"Venezuela, Bolivarian Republic of",36-50,Male,Couple,"['Museums', 'Farms', 'Zoological Gardens']","['Wildlife Spotting', 'Wildlife Safaris', 'Nature Walks']"
User 6679,Denmark,51+,Male,Friends,"['Museums', 'National Parks', 'Zoological Gardens']","['Nature Walks', 'Meditation', 'Wildlife Safaris', 'Cultural Exploration']"
User 6680,United Kingdom,36-50,Female,Family,"['Museums', 'Historic Sites']","['Cultural Tours', 'Historical Exploration', 'Tea Plucking']"
User 6681,United Kingdom,18-25,Male,Solo,"['Museums', 'Bodies of Water']","['Surfing', 'Jet Skiing', 'Rafting']"
User 6682,United Kingdom,18-25,Female,Family,"['Museums', 'Nature & Wildlife Areas']","['Sightseeing', 'Snorkeling', 'Photography', 'Yoga']"
User 6683,Ireland,18-25,Female,Family,"['Museums', 'Zoological Gardens']","['Photography', 'Wildlife Spotting', 'Snorkeling', 'Beach Hopping']"
User 6684,United Arab Emirates,26-35,Male,Solo,"['Museums', 'Religious Sites']","['Guided Tours', 'Photography', 'Sightseeing', 'Cultural Tours']"
User 6685,United Kingdom,36-50,Female,Family,"['Museums', 'Nature & Wildlife Areas']","['Agricultural Workshops', 'Farm Tours', 'Factory Tours']"
User 6686,Denmark,18-25,Female,Solo,"['Museums', 'Religious Sites', 'Nature & Wildlife Areas']","['Hiking', 'Snorkeling', 'Photography', 'Beach Hopping']"
User 6687,United Kingdom,36-50,Female,Family,"['Waterfalls', 'Museums']","['Farm Tours', 'Agricultural Workshops', 'Factory Tours', 'Tea Plucking']"
User 6688,United Kingdom,18-25,Female,Couple,"['Museums', 'Farms', 'Gardens']","['Snorkeling', 'Photography', 'Nature Walks', 'Yoga']"
User 6689,Germany,26-35,Male,Family,"['Museums', 'Bodies of Water']","['Wildlife Spotting', 'Hiking', 'Factory Tours', 'Sightseeing']"
User 6690,Australia,18-25,Male,Family,"['Museums', 'Zoological Gardens']","['Snorkeling', 'Sightseeing', 'Jet Skiing']"
User 6691,United Kingdom,36-50,Male,Solo,"['Museums', 'Nature & Wildlife Areas']","['Worship', 'Historical Exploration', 'Fishing']"
User 6692,Mexico,18-25,Male,Friends,"['Museums', 'Religious Sites']","['Rafting', 'Surfing', 'Boat Tours', 'Hiking']"
User 6693,Netherlands,26-35,Female,Friends,"['Museums', 'Religious Sites']","['Meditation', 'Hiking', 'Snorkeling', 'Photography']"
User 6694,United Kingdom,36-50,Male,Friends,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Hiking', 'Wildlife Safaris', 'Boating']"
User 6695,Switzerland,18-25,Female,Couple,"['Museums', 'Gardens', 'Beaches']","['Sunbathing', 'Yoga', 'Beach Hopping', 'Nature Walks']"
User 6696,United States,51+,Female,Solo,"['Museums', 'National Parks', 'Bodies of Water']","['Sightseeing', 'Meditation', 'Relaxation']"
User 3112,United Kingdom,36-50,Female,Family,"['Farms', 'Historic Sites', 'Museums']","['Historical Exploration', 'Factory Tours', 'Tea Plucking']"
User 6697,Denmark,26-35,Female,Family,"['Museums', 'National Parks', 'Farms']","['Yoga', 'Meditation', 'Sightseeing']"
User 6698,United Kingdom,51+,Male,Couple,"['Museums', 'Beaches']","['Worship', 'Gardens', 'Wildlife Safaris', 'Cultural Activities']"
User 6699,Switzerland,36-50,Female,Couple,"['Museums', 'Farms']","['Nature Walks', 'Farm Tours', 'Cultural Tours', 'Wildlife Spotting']"
User 6700,United Kingdom,51+,Female,Family,"['Waterfalls', 'Museums']","['Historical Exploration', 'Relaxation', 'Walking Trails', 'Worship']"
User 6701,United States,36-50,Male,Solo,"['Museums', 'Religious Sites']","['Photography', 'Historical Exploration', 'Wildlife Safaris', 'Hiking']"
User 6702,United Kingdom,36-50,Female,Solo,"['Museums', 'Nature & Wildlife Areas']","['Tea Plucking', 'Educational Tours', 'Worship']"
User 6703,Singapore,51+,Male,Friends,"['Museums', 'Farms', 'Religious Sites']","['Worship', 'Wildlife Safaris', 'Gardens']"
User 6704,United Kingdom,51+,Male,Couple,"['Waterfalls', 'Museums']","['Wildlife Spotting', 'Gardens', 'Cultural Activities']"
User 6705,Viet Nam,18-25,Female,Friends,"['Museums', 'Zoological Gardens']","['Yoga', 'Surfing', 'Nature Walks', 'Beach Hopping']"
User 6706,Australia,26-35,Male,Solo,"['Museums', 'Gardens']","['Boat Tours', 'Guided Tours', 'Cultural Exploration']"
User 6707,Ethiopia,51+,Male,Friends,"['Museums', 'Nature & Wildlife Areas']","['Cultural Exploration', 'Wildlife Safaris', 'Nature Walks']"
User 6708,Netherlands,36-50,Male,Family,"['Museums', 'Bodies of Water']","['Factory Tours', 'Agricultural Workshops', 'Historical Exploration']"
User 6709,United Kingdom,36-50,Female,Family,"['Museums', 'National Parks']","['Farm Tours', 'Agricultural Workshops', 'Cultural Tours', 'Factory Tours']"
User 6710,United Kingdom,26-35,Male,Couple,"['Museums', 'Farms', 'Historic Sites']","['Sunbathing', 'Relaxation', 'Boat Tours']"
User 6711,Belarus,18-25,Female,Solo,"['Museums', 'Religious Sites']","['Photography', 'Beach Hopping', 'Yoga']"
User 6712,United States,18-25,Female,Friends,"['Museums', 'Beaches', 'Farms']","['Surfing', 'Yoga', 'Rafting', 'Boat Tours']"
User 6713,United Kingdom,36-50,Male,Friends,"['Museums', 'Farms']","['Boating', 'Hiking', 'Walking Trails']"
User 6714,United Kingdom,18-25,Female,Couple,"['Museums', 'Religious Sites']","['Nature Walks', 'Snorkeling', 'Sunbathing']"
User 6715,United Kingdom,36-50,Male,Couple,"['Museums', 'Farms', 'Beaches']","['Historical Exploration', 'Nature Walks', 'Wildlife Spotting', 'Wildlife Safaris']"
User 6716,United Kingdom,18-25,Male,Family,"['Museums', 'National Parks', 'Historic Sites']","['Hiking', 'Wildlife Spotting', 'Surfing']"
User 6717,Netherlands,51+,Male,Solo,"['Museums', 'Farms', 'Religious Sites']","['Worship', 'Meditation', 'Gardens']"
User 6718,Canada,26-35,Female,Friends,"['Museums', 'Gardens', 'Bodies of Water']","['Photography', 'Nature Walks', 'Boat Tours', 'Snorkeling']"
User 6719,Lithuania,51+,Female,Family,"['Waterfalls', 'Museums', 'Historic Sites']","['Meditation', 'Walking Trails', 'Historical Exploration', 'Relaxation']"
User 6720,United Kingdom,26-35,Female,Family,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Sightseeing', 'Wildlife Spotting', 'Photography', 'Nature Walks']"
User 6721,Central African Republic,18-25,Female,Friends,"['Museums', 'Nature & Wildlife Areas']","['Jet Skiing', 'Boat Tours', 'Nature Walks']"
User 6722,Kenya,51+,Female,Couple,"['Museums', 'Farms', 'Nature & Wildlife Areas']","['Worship', 'Cultural Activities', 'Relaxation', 'Wildlife Spotting']"
User 6723,United States,51+,Male,Solo,"['Museums', 'Bodies of Water']","['Sightseeing', 'Worship', 'Meditation', 'Educational Tours']"
User 6724,United States,26-35,Male,Solo,"['Museums', 'Religious Sites']","['Guided Tours', 'Boat Tours', 'Cultural Exploration', 'Photography']"
User 6725,Sri Lanka,18-25,Male,Couple,"['Museums', 'Religious Sites', 'Nature & Wildlife Areas']","['Rafting', 'Hiking', 'Yoga']"
User 6726,United Kingdom,36-50,Male,Family,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Fishing', 'Agricultural Workshops', 'Wildlife Safaris']"
User 6727,United States,36-50,Male,Couple,"['Museums', 'Religious Sites']","['Nature Walks', 'Historical Exploration', 'Wildlife Spotting']"
User 6728,United Kingdom,36-50,Female,Family,"['Zoological Gardens', 'Museums', 'Nature & Wildlife Areas']","['Historical Exploration', 'Agricultural Workshops', 'Factory Tours']"
User 6729,United Kingdom,51+,Female,Couple,"['Museums', 'Gardens']","['Meditation', 'Bird Watching', 'Wildlife Spotting']"
User 6730,India,36-50,Female,Family,"['Museums', 'Nature & Wildlife Areas']","['Cultural Tours', 'Agricultural Workshops', 'Tea Plucking', 'Factory Tours']"
User 6731,United Kingdom,36-50,Male,Friends,"['Museums', 'Gardens']","['Boating', 'Wildlife Safaris', 'Bird Watching']"
User 6732,United Kingdom,18-25,Male,Family,"['Waterfalls', 'Museums', 'Farms']","['Surfing', 'Wildlife Spotting', 'Hiking']"
User 6733,Australia,51+,Female,Couple,"['Museums', 'Gardens', 'Beaches']","['Cultural Activities', 'Wildlife Spotting', 'Worship', 'Relaxation']"
User 6734,Australia,18-25,Female,Couple,"['Museums', 'Historic Sites', 'Beaches']","['Beach Hopping', 'Yoga', 'Relaxation']"
User 6735,United States,26-35,Male,Family,"['Museums', 'Nature & Wildlife Areas']","['Wildlife Spotting', 'Factory Tours', 'Boat Tours', 'Cultural Tours']"
User 6736,United States,26-35,Female,Family,"['Museums', 'Bodies of Water']","['Sightseeing', 'Photography', 'Wildlife Spotting']"
User 6737,United States,26-35,Female,Couple,"['Museums', 'Farms']","['Photography', 'Beach Hopping', 'Relaxation', 'Sunbathing']"
User 6738,Sri Lanka,36-50,Female,Couple,"['Museums', 'Beaches']","['Cultural Tours', 'Wildlife Spotting', 'Nature Walks']"
User 6739,Israel,26-35,Female,Couple,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Beach Hopping', 'Nature Walks', 'Yoga']"
User 6740,Ireland,18-25,Female,Solo,"['Waterfalls', 'Museums', 'Bodies of Water']","['Photography', 'Snorkeling', 'Beach Hopping', 'Hiking']"
User 6741,Portugal,51+,Female,Family,"['Museums', 'National Parks', 'Bodies of Water']","['Worship', 'Historical Exploration', 'Relaxation']"
User 6742,Thailand,18-25,Female,Solo,"['Waterfalls', 'Museums', 'Farms']","['Nature Walks', 'Yoga', 'Hiking', 'Photography']"
User 6743,United Kingdom,36-50,Female,Couple,"['Museums', 'Historic Sites']","['Wildlife Spotting', 'Nature Walks', 'Cultural Tours', 'Tea Plucking']"
User 6744,Australia,36-50,Male,Couple,"['National Parks', 'Museums', 'Farms']","['Historical Exploration', 'Nature Walks', 'Fishing', 'Wildlife Spotting']"
User 6745,Belgium,51+,Female,Friends,"['Museums', 'Nature & Wildlife Areas']","['Worship', 'Bird Watching', 'Gardens']"
User 6746,France,18-25,Female,Friends,"['Waterfalls', 'Museums']","['Jet Skiing', 'Snorkeling', 'Boat Tours', 'Rafting']"
User 6747,Nepal,18-25,Male,Friends,"['Waterfalls', 'Museums', 'Beaches']","['Boat Tours', 'Surfing', 'Jet Skiing']"
User 6748,United Kingdom,51+,Female,Friends,"['Museums', 'Historic Sites', 'Nature & Wildlife Areas']","['Nature Walks', 'Meditation', 'Bird Watching']"
User 6749,United Arab Emirates,51+,Female,Friends,"['Waterfalls', 'Museums', 'Zoological Gardens', 'Nature & Wildlife Areas']","['Bird Watching', 'Worship', 'Meditation', 'Relaxation']"
User 6750,United Kingdom,18-25,Female,Couple,"['Museums', 'National Parks', 'Gardens']","['Relaxation', 'Yoga', 'Sunbathing']"
User 6751,Russian Federation,36-50,Male,Couple,"['Museums', 'Gardens', 'Beaches']","['Hiking', 'Nature Walks', 'Wildlife Spotting', 'Fishing']"
User 6752,Australia,26-35,Female,Friends,"['Waterfalls', 'Museums']","['Hiking', 'Nature Walks', 'Yoga', 'Boat Tours']"
User 6753,China,26-35,Female,Solo,"['Waterfalls', 'Museums', 'Gardens']","['Cultural Exploration', 'Photography', 'Yoga']"
User 6754,United Arab Emirates,26-35,Female,Friends,"['Waterfalls', 'Museums']","['Hiking', 'Meditation', 'Snorkeling']"
User 6755,United Kingdom,36-50,Female,Couple,"['Museums', 'Historic Sites', 'Bodies of Water']","['Cultural Tours', 'Farm Tours', 'Wildlife Spotting']"
User 6756,United Arab Emirates,18-25,Male,Solo,"['Museums', 'Beaches', 'Nature & Wildlife Areas']","['Yoga', 'Rafting', 'Hiking']"
User 6757,United Kingdom,26-35,Male,Couple,"['Museums', 'Religious Sites']","['Sightseeing', 'Cultural Tours', 'Relaxation', 'Boat Tours']"
User 6758,Canada,51+,Male,Friends,"['Museums', 'Religious Sites', 'Beaches']","['Meditation', 'Cultural Exploration', 'Nature Walks', 'Wildlife Safaris']"
User 6759,United States,36-50,Female,Solo,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Worship', 'Tea Plucking', 'Photography', 'Educational Tours']"
User 6760,Denmark,36-50,Male,Couple,"['Museums', 'National Parks']","['Fishing', 'Hiking', 'Wildlife Spotting', 'Historical Exploration']"
User 626,Australia,51+,Female,Friends,"['Farms', 'National Parks', 'Historic Sites', 'Beaches', 'Museums', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Meditation', 'Gardens', 'Relaxation']"
User 6761,United Kingdom,51+,Female,Couple,"['Museums', 'Historic Sites', 'Beaches']","['Relaxation', 'Cultural Activities', 'Meditation', 'Wildlife Spotting']"
User 6762,Australia,36-50,Female,Couple,"['Waterfalls', 'Museums']","['Cultural Tours', 'Farm Tours', 'Tea Plucking', 'Wildlife Spotting']"
User 6763,United Kingdom,26-35,Female,Friends,"['Museums', 'Historic Sites', 'Beaches']","['Yoga', 'Boat Tours', 'Nature Walks']"
User 6764,Australia,51+,Male,Couple,"['Museums', 'Historic Sites']","['Worship', 'Gardens', 'Wildlife Safaris', 'Meditation']"
User 6765,Qatar,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Boating', 'Bird Watching', 'Tea Plucking', 'Walking Trails']"
User 6766,Australia,36-50,Female,Friends,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Walking Trails', 'Tea Plucking', 'Farm Tours', 'Boating']"
User 6767,United Kingdom,36-50,Female,Couple,"['Museums', 'National Parks']","['Cultural Tours', 'Farm Tours', 'Wildlife Spotting']"
User 6768,Brazil,36-50,Male,Family,"['Waterfalls', 'Museums', 'National Parks']","['Factory Tours', 'Wildlife Safaris', 'Historical Exploration', 'Hiking']"
User 6769,Singapore,36-50,Female,Family,"['Museums', 'Zoological Gardens']","['Farm Tours', 'Agricultural Workshops', 'Factory Tours']"
User 6770,Australia,51+,Female,Couple,"['Museums', 'Beaches', 'Bodies of Water']","['Relaxation', 'Wildlife Spotting', 'Worship', 'Meditation']"
User 6771,United Kingdom,36-50,Male,Couple,"['Museums', 'Beaches']","['Wildlife Spotting', 'Wildlife Safaris', 'Hiking', 'Fishing']"
User 6772,Bulgaria,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Tea Plucking', 'Bird Watching', 'Farm Tours']"
User 6773,United Kingdom,26-35,Male,Couple,"['Museums', 'Farms']","['Hiking', 'Boat Tours', 'Relaxation', 'Beach Hopping']"
User 6774,Germany,36-50,Male,Couple,"['Museums', 'Gardens', 'Nature & Wildlife Areas']","['Wildlife Safaris', 'Hiking', 'Wildlife Spotting']"
User 6775,United Kingdom,36-50,Female,Family,"['Museums', 'Gardens']","['Cultural Tours', 'Tea Plucking', 'Agricultural Workshops']"
User 6776,Singapore,51+,Male,Family,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Meditation', 'Walking Trails', 'Worship', 'Gardens']"
User 6777,United States,18-25,Male,Solo,"['Museums', 'Farms', 'Religious Sites']","['Jet Skiing', 'Yoga', 'Photography', 'Boat Tours']"
User 6778,India,51+,Female,Family,"['Museums', 'Bodies of Water']","['Walking Trails', 'Relaxation', 'Historical Exploration']"
User 6779,Norway,26-35,Female,Friends,"['Museums', 'Nature & Wildlife Areas']","['Meditation', 'Snorkeling', 'Photography']"
User 6780,Monaco,18-25,Male,Couple,"['Museums', 'Historic Sites', 'Religious Sites']","['Yoga', 'Sunbathing', 'Hiking', 'Rafting']"
User 6781,Cambodia,18-25,Male,Friends,"['Museums', 'Nature & Wildlife Areas']","['Snorkeling', 'Boat Tours', 'Surfing']"
User 6782,United Kingdom,18-25,Male,Solo,"['Waterfalls', 'Museums']","['Snorkeling', 'Yoga', 'Jet Skiing']"
User 6783,Australia,26-35,Female,Couple,"['Museums', 'Gardens']","['Photography', 'Yoga', 'Sunbathing']"
User 6784,Australia,26-35,Male,Family,"['Museums', 'Religious Sites']","['Sightseeing', 'Cultural Tours', 'Boat Tours']"
User 6785,Netherlands,18-25,Female,Solo,"['Museums', 'Historic Sites', 'Beaches']","['Snorkeling', 'Nature Walks', 'Photography', 'Yoga']"
User 6786,Italy,18-25,Male,Solo,"['Museums', 'Beaches']","['Surfing', 'Snorkeling', 'Boat Tours']"
User 1209,United Kingdom,18-25,Female,Solo,"['Historic Sites', 'Beaches', 'Museums', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Yoga', 'Snorkeling', 'Beach Hopping', 'Hiking']"
User 6787,United Kingdom,26-35,Female,Solo,"['Museums', 'Farms']","['Cultural Exploration', 'Yoga', 'Meditation', 'Nature Walks']"
User 6788,Australia,51+,Male,Couple,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Cultural Activities', 'Gardens', 'Wildlife Spotting', 'Worship']"
User 6789,New Zealand,26-35,Male,Family,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Cultural Tours', 'Wildlife Spotting', 'Factory Tours']"
User 6790,United Kingdom,51+,Male,Friends,"['Museums', 'Historic Sites', 'Nature & Wildlife Areas']","['Nature Walks', 'Wildlife Safaris', 'Meditation']"
User 6474,United States,36-50,Male,Couple,"['Museums', 'Religious Sites']","['Fishing', 'Nature Walks', 'Historical Exploration']"
User 6791,Romania,51+,Male,Friends,"['Museums', 'Historic Sites', 'Religious Sites']","['Nature Walks', 'Cultural Exploration', 'Meditation', 'Worship']"
User 6792,United Kingdom,51+,Male,Couple,"['Museums', 'Religious Sites', 'Nature & Wildlife Areas']","['Meditation', 'Cultural Activities', 'Wildlife Spotting', 'Wildlife Safaris']"
User 6793,Australia,18-25,Male,Family,"['Museums', 'Bodies of Water']","['Jet Skiing', 'Snorkeling', 'Hiking', 'Wildlife Spotting']"
User 6794,United Kingdom,18-25,Female,Friends,"['Museums', 'Zoological Gardens']","['Rafting', 'Photography', 'Beach Hopping']"
User 6795,United Kingdom,51+,Female,Solo,"['Museums', 'Beaches', 'Bodies of Water']","['Worship', 'Educational Tours', 'Relaxation', 'Bird Watching']"
User 6796,United Kingdom,26-35,Male,Family,"['Museums', 'Historic Sites', 'Bodies of Water']","['Factory Tours', 'Boat Tours', 'Cultural Tours', 'Sightseeing']"
User 6797,Germany,51+,Male,Couple,"['Museums', 'Nature & Wildlife Areas']","['Gardens', 'Wildlife Spotting', 'Worship']"
User 6798,United Kingdom,51+,Male,Couple,"['Waterfalls', 'Museums', 'Gardens']","['Cultural Activities', 'Wildlife Spotting', 'Gardens']"
User 6799,Czechia,18-25,Female,Friends,"['Museums', 'National Parks', 'Zoological Gardens']","['Beach Hopping', 'Rafting', 'Snorkeling', 'Yoga']"
User 6800,United Kingdom,36-50,Male,Family,"['Museums', 'Gardens']","['Wildlife Safaris', 'Historical Exploration', 'Agricultural Workshops', 'Factory Tours']"
User 6801,Slovenia,26-35,Male,Family,"['Museums', 'National Parks']","['Cultural Tours', 'Boat Tours', 'Wildlife Spotting']"
User 6802,United Kingdom,26-35,Female,Couple,"['Museums', 'Beaches']","['Yoga', 'Photography', 'Beach Hopping']"
User 6803,Belgium,18-25,Male,Couple,"['Waterfalls', 'Museums', 'National Parks']","['Sunbathing', 'Yoga', 'Snorkeling', 'Hiking']"
User 6804,United States,36-50,Female,Couple,"['Waterfalls', 'Museums']","['Wildlife Spotting', 'Farm Tours', 'Cultural Tours', 'Tea Plucking']"
User 6805,United Arab Emirates,26-35,Male,Family,"['Waterfalls', 'Museums', 'Nature & Wildlife Areas']","['Sightseeing', 'Wildlife Spotting', 'Cultural Tours', 'Factory Tours']"
User 6806,India,36-50,Female,Couple,"['Museums', 'Religious Sites']","['Farm Tours', 'Wildlife Spotting', 'Tea Plucking']"
User 6807,United States,26-35,Female,Couple,"['Museums', 'Nature & Wildlife Areas']","['Photography', 'Yoga', 'Relaxation', 'Meditation']"
User 6808,Poland,36-50,Male,Couple,"['Museums', 'Nature & Wildlife Areas']","['Hiking', 'Nature Walks', 'Wildlife Safaris']"
User 6809,Malaysia,36-50,Male,Solo,"['Waterfalls', 'Museums', 'Beaches']","['Hiking', 'Fishing', 'Wildlife Safaris']"
User 6810,Australia,51+,Male,Solo,"['Museums', 'Beaches', 'Bodies of Water']","['Sightseeing', 'Meditation', 'Gardens']"
User 6811,China,26-35,Male,Family,"['Museums', 'Religious Sites']","['Boat Tours', 'Cultural Tours', 'Sightseeing', 'Factory Tours']"
User 6812,Saudi Arabia,51+,Male,Solo,"['Waterfalls', 'Museums']","['Worship', 'Gardens', 'Educational Tours']"
User 6813,Morocco,51+,Female,Family,"['Museums', 'Historic Sites', 'Beaches']","['Historical Exploration', 'Worship', 'Relaxation']"
User 6814,Malaysia,51+,Female,Family,"['Museums', 'Religious Sites']","['Historical Exploration', 'Bird Watching', 'Worship', 'Walking Trails']"
User 6815,United Kingdom,36-50,Male,Couple,"['Museums', 'Nature & Wildlife Areas']","['Hiking', 'Wildlife Safaris', 'Nature Walks', 'Historical Exploration']"
User 2171,United Kingdom,36-50,Male,Couple,"['Museums', 'Gardens', 'Religious Sites', 'Bodies of Water']","['Wildlife Spotting', 'Hiking', 'Wildlife Safaris', 'Historical Exploration']"
User 6816,India,26-35,Female,Friends,"['Museums', 'Religious Sites']","['Snorkeling', 'Hiking', 'Meditation', 'Nature Walks']"
User 6817,India,26-35,Male,Family,"['Museums', 'Historic Sites', 'Beaches']","['Boat Tours', 'Cultural Tours', 'Sightseeing', 'Hiking']"
User 6818,United Kingdom,26-35,Female,Solo,"['Museums', 'Religious Sites', 'Beaches']","['Photography', 'Guided Tours', 'Cultural Exploration', 'Nature Walks']"
User 6819,United Kingdom,26-35,Female,Family,"['Museums', 'Religious Sites']","['Factory Tours', 'Meditation', 'Sightseeing']"
User 6820,India,18-25,Male,Solo,"['Museums', 'National Parks', 'Nature & Wildlife Areas']","['Yoga', 'Boat Tours', 'Surfing', 'Photography']"
User 6821,United Kingdom,51+,Male,Couple,"['Museums', 'Farms', 'Historic Sites']","['Wildlife Safaris', 'Gardens', 'Worship', 'Wildlife Spotting']"
User 6822,India,18-25,Male,Couple,"['Museums', 'Religious Sites']","['Relaxation', 'Sunbathing', 'Jet Skiing']"
User 6823,Netherlands,18-25,Male,Family,"['Museums', 'Religious Sites', 'National Parks']","['Wildlife Spotting', 'Rafting', 'Sightseeing']"
User 6824,United States,18-25,Male,Friends,"['Waterfalls', 'Museums', 'Gardens']","['Jet Skiing', 'Boat Tours', 'Snorkeling', 'Rafting']"
User 5666,Australia,51+,Male,Family,"['Museums', 'Historic Sites', 'Nature & Wildlife Areas']","['Worship', 'Gardens', 'Wildlife Safaris']"
User 6825,Australia,51+,Female,Friends,"['Waterfalls', 'Museums', 'Beaches']","['Meditation', 'Gardens', 'Cultural Exploration']"
User 6826,Australia,18-25,Male,Couple,"['Museums', 'Religious Sites']","['Relaxation', 'Snorkeling', 'Boat Tours']"
User 6827,United Kingdom,51+,Male,Family,"['Museums', 'Gardens']","['Wildlife Safaris', 'Walking Trails', 'Meditation', 'Historical Exploration']"
User 6828,United Kingdom,18-25,Female,Solo,"['Museums', 'Religious Sites', 'Zoological Gardens']","['Nature Walks', 'Snorkeling', 'Photography', 'Hiking']"
User 6829,Australia,51+,Male,Couple,"['Museums', 'Farms', 'Gardens']","['Meditation', 'Gardens', 'Wildlife Safaris', 'Worship']"
User 6830,Viet Nam,51+,Female,Solo,"['Museums', 'Historic Sites', 'Zoological Gardens']","['Photography', 'Sightseeing', 'Bird Watching', 'Worship']"
User 6831,United States,26-35,Female,Friends,"['Museums', 'Farms', 'Beaches']","['Snorkeling', 'Boat Tours', 'Meditation', 'Hiking']"
User 6832,"Taiwan, Province of China",51+,Female,Couple,"['Museums', 'Farms', 'Nature & Wildlife Areas']","['Bird Watching', 'Worship', 'Wildlife Spotting']"
User 6833,United Kingdom,36-50,Male,Friends,"['Museums', 'Bodies of Water']","['Historical Exploration', 'Bird Watching', 'Walking Trails']"
User 6834,United Kingdom,36-50,Female,Couple,"['Waterfalls', 'Museums', 'National Parks']","['Farm Tours', 'Tea Plucking', 'Wildlife Spotting']"
User 6835,Netherlands,18-25,Male,Friends,"['Museums', 'Religious Sites']","['Hiking', 'Surfing', 'Boat Tours', 'Snorkeling']"
User 6836,United Arab Emirates,36-50,Male,Family,"['Waterfalls', 'Museums']","['Hiking', 'Wildlife Safaris', 'Factory Tours']"
User 6837,Germany,51+,Female,Family,"['Museums', 'Bodies of Water']","['Historical Exploration', 'Meditation', 'Relaxation', 'Bird Watching']"
