User_ID,Age,User_Interest,Preferred_Destination,Budget,Travel_Style
U0563,49,"Animal Watching, Boat Tours, Farm Tours",,Medium,Adventurous
U0564,47,Nature Walks,"Udawalawe National Park, Handunugoda Tea Estate",Medium,Adventurous
U0565,37,"Cultural Exploration, Kayaking, Hiking","Victoria Park of Nuwara Eliya, Mirissa Beach",High,Backpacker
U0566,38,"Trekking, Kit Surfing","Ramboda Waterfall, Pigeon Island National Park",High,Backpacker
U0567,48,"Farm Tours, Tea Plucking, Surfing","Brief Garden - Bevis Bawa, Samadhi Statue, Udawattekele Sanctuary",High,Luxury
U0568,43,Boating,"Kandy Lake, Kumana National Park",Low,Luxury
U0569,46,Guided Tours,"Jaya Sri Maha Bodhi, Colombo National Museum",High,Luxury
U0570,49,"Photography, Educational Tours, Cultural Activities","Pedro Tea Factory, Pigeon Island National Park",High,Balanced
U0571,37,"Fishing, Agricultural Workshops, Cultural Activities",Koneswaram Temple,Medium,Relaxed
U0572,43,"Cultural Exploration, Relaxation","Sigiriya Museum, Bluefield Tea Gardens",Medium,Relaxed
U0573,49,"Wildlife Spotting, Swimming",Ambewela Farms,Medium,Luxury
U0574,37,"Wildlife Safaris, Trekking, Swimming",Hakgala Botanic Gardens,Medium,Relaxed
U0575,37,"Relaxation, Farm Tours","St Clair's Falls, Sigiriya The Ancient Rock Fortress, Twin Baths (Kuttam Pokuna)",Medium,Backpacker
U0576,44,"Architectural Marvel, Sightseeing","Jungle Beach, Diyaluma Falls, Hakgala Botanic Gardens",Low,Backpacker
U0577,48,"Swimming, Kit Surfing, Historical Exploration",Brief Garden - Bevis Bawa,Low,Balanced
U0578,41,"Worship, Bird Watching","Bentota Beach, Community Tsunami Museum",High,Luxury
U0579,37,"Relaxation, Farm Tours, Cultural Activities","World Buddhist Museum, Lover's Leap Falls",High,Luxury
U0580,48,Bird Watching,Dambatenne Tea Factory,Low,Backpacker
U0581,38,"Photography, Rafting",Dagoba of Thuparama,Low,Relaxed
U0582,39,"Surfing, Kit Surfing",Jaya Sri Maha Bodhi,Medium,Luxury
U0583,47,"Wildlife Safaris, Kit Surfing, Nature Walks","Colombo National Museum, Pigeon Island National Park, World Buddhist Museum",Medium,Luxury
U0584,37,"Fishing, Animal Watching",,Medium,Backpacker
U0585,47,"Snorkeling, Meditation, Agricultural Workshops",Ritigala Forest Monastery,High,Relaxed
U0586,50,Guided Tours,"Kumana National Park, Minneriya National Park, Dambatenne Tea Factory",High,Backpacker
U0587,37,"Farm Tours, Meditation, Worship",Udawalawe National Park,Low,Adventurous
U0588,45,"Snorkeling, Cultural Exploration",Jaffna Fort,Medium,Relaxed
U0589,45,"Worship, Animal Watching, Photography","Mount Lavinia Beach, Tissa Wewa",High,Balanced
U0590,46,"Photography, Kite Surfing, Surfing","Samadhi Statue, Glenloch Tea Factory",Medium,Backpacker
U0591,47,"Wildlife Spotting, Architectural Marvel","Kaudulla National Park, Royal Botanical Gardens",Low,Backpacker
U0592,50,Hiking ,"Kelaniya Raja Maha Vihara, Nilaveli Beach",Medium,Balanced
U0593,47,"Hiking , Exploring Exhibits","Koneswaram Temple, Minneriya National Park",Low,Adventurous
U0594,42,"Nature Walks, Wildlife Spotting","Sea Turtle Farm Galle Mahamodara, Bundala National Park, Pigeon Island National Park",High,Backpacker
U0595,38,"Cultural Exploration, Exploring Exhibits","World Buddhist Museum, Samadhi Statue, Ramboda Waterfall",Medium,Luxury
U0596,47,"Kit Surfing, Relaxation, Hiking ",Bentota Beach,Low,Luxury
U0597,50,Fruit Picking,"Nilaveli Beach, New Ranweli Spice Garden, Colombo National Museum",Low,Adventurous
U0598,36,"Swimming, Rafting","Ariyapala Mask Museum, Twin Baths (Kuttam Pokuna), Horton Plains National Park",Low,Balanced
U0599,37,"Rafting, Swimming, Boat Tours",New Ranweli Spice Garden,Low,Balanced
U0600,43,"Cultural Tours, Relaxation, Walking Trails",Sigiriya The Ancient Rock Fortress,Low,Luxury
U0601,52,"Kayaking, Jeep Safaris",Bundala National Park,High,Adventurous
U0602,54,Kite Surfing,"Passikudah Beach, Jaya Sri Maha Bodhi, Hakgala Botanic Gardens",Low,Balanced
U0603,52,"Educational Tours, Kit Surfing, Meditation","Jethawanaramaya Stupa, Ariyapala Mask Museum",High,Balanced
U0604,66,Cultural Tours,St Clair's Falls,Medium,Adventurous
U0605,57,"Tea Plucking, Jet Skiing, Boat Tours","Dambatenne Tea Factory, Mount Lavinia Beach, Bundala National Park",Low,Relaxed
U0606,61,"Bird Watching, Exploring Exhibits",,High,Backpacker
U0607,65,Cultural Tours,,Medium,Adventurous
U0608,52,"Kayaking, Learning History, Yoga",,Low,Backpacker
U0609,54,Kayaking,"Mount Lavinia Beach, Kandy Lake, Abhayagiri Dagaba",High,Relaxed
U0610,58,"Animal Watching, Jet Skiing, Hiking",Pinnawala Elephant Orphanage,Low,Relaxed
U0611,61,"Beach Hopping, Trekking, Boating",Pedro Tea Factory,Medium,Luxury
U0612,56,"Sightseeing, Sunbathing","Colombo National Museum, Community Tsunami Museum, Hikkaduwa Beach",High,Adventurous
U0613,64,"Educational Tours, Hiking, Walking Trails","Nallur Kovil, Kaudulla National Park",Medium,Luxury
U0614,60,"Fruit Picking, Architectural Marvel, Agricultural Workshops","Twin Baths (Kuttam Pokuna), Sinharaja Forest Reserve, Jaya Sri Maha Bodhi",High,Relaxed
U0615,63,"Boating, Cultural Tours","Minneriya Tusker Safaris, Ruwanwelisaya, Jaffna Fort",Low,Balanced
U0616,56,"Sightseeing, Wildlife Safaris",Kaudulla National Park,Low,Luxury
U0617,69,"Jet Skiing, Learning History, Meditation",Lover's Leap Falls,Medium,Adventurous
U0618,70,"Surfing, Tea Plucking",Jungle Beach,Low,Backpacker
U0619,61,"Exploring Exhibits, Meditation",,Low,Backpacker
U0620,53,"Sunbathing, Cultural Tours, Hiking ","Isurumuniya Temple, Ariyapala Mask Museum",Low,Adventurous
U0621,68,Cultural Activities,"Pinnawala Elephant Orphanage, Jethawanaramaya Stupa, Pedro Tea Factory",Low,Luxury
U0622,51,"Jeep Safaris, Fishing, Agricultural Workshops",Nallur Kovil,High,Balanced
U0623,64,Worship,Pigeon Island National Park,Low,Relaxed
U0624,55,Jeep Safaris,"Nilaveli Beach, Temple of the Sacred Tooth Relic, Pedro Tea Factory",Low,Luxury
U0625,65,Walking Trails,"Samadhi Statue, Nilaveli Beach",Medium,Adventurous
U0626,69,Trekking,,Low,Balanced
U0627,68,Wildlife Spotting,"Sigiriya Museum, Lover's Leap Falls",Medium,Backpacker
U0628,51,Agricultural Workshops,"Sigiriya The Ancient Rock Fortress, Community Tsunami Museum, Udawalawe National Park",Low,Luxury
U0629,51,"Boating, Nature Photography",Isurumuniya Temple,High,Relaxed
U0630,70,"Kit Surfing, Rafting, Swimming","New Ranweli Spice Garden, Isurumuniya Temple, National Zoological Gardens of Sri Lanka",Low,Adventurous
U0631,66,Exploring Exhibits,"New Ranweli Spice Garden, Sigiriya Museum",High,Adventurous
U0632,52,Jeep Safaris,"Gangaramaya (Vihara) Buddhist Temple, Marble Beach",Medium,Backpacker
U0633,70,"Agricultural Workshops, Hiking",Tissa Wewa,High,Backpacker
U0634,61,"Wildlife Spotting, Hiking , Rafting","Minneriya Tusker Safaris, Damro Labookellie Tea Centre and Tea Garden",High,Luxury
U0635,70,Hiking,,Low,Adventurous
U0636,54,"Animal Watching, Swimming, Bird Watching",Jaffna Fort,Medium,Relaxed
U0637,65,"Jeep Safaris, Wildlife Spotting",Handunugoda Tea Estate,Low,Luxury
U0638,54,"Jeep Safaris, Worship","Ramboda Waterfall, Sigiriya Museum, Horton Plains National Park",Medium,Relaxed
U0639,65,"Cultural Exploration, Trekking","Arugam Bay, Royal Botanical Gardens, Diyaluma Falls",Medium,Adventurous
U0640,59,"Sunbathing, Cultural Exploration","Kalutara Beach, Kelaniya Raja Maha Vihara, Sigiriya Museum",High,Luxury
U0641,65,Sightseeing,"Lover's Leap Falls, World Buddhist Museum, Ritigala Forest Monastery",Low,Backpacker
U0642,67,"Snorkeling, Yoga, Learning History","Baker's Falls, Mirissa Beach",Medium,Balanced
U0643,59,"Historical Exploration, Tea Plucking","Udawattekele Sanctuary, Halpewatte Tea Factory Tour, Victoria Park of Nuwara Eliya",High,Balanced
U0644,60,Boat Tours,Ramboda Waterfall,Medium,Backpacker
U0645,68,Fruit Picking,"Colombo National Museum, Nallur Kovil",Low,Backpacker
U0646,66,Fishing,"Temple of the Sacred Tooth Relic, Polonnaruwa, Pigeon Island National Park",High,Backpacker
U0647,52,"Jeep Safaris, Swimming","Mihintale, Kalutara Beach",Medium,Adventurous
U0648,69,"Wildlife Safaris, Surfing, Boat Tours","Marble Beach, Tissa Wewa, Baker's Falls",High,Balanced
U0649,52,Animal Watching,"Diyaluma Falls, Minneriya Tusker Safaris",High,Backpacker
U0650,62,"Boating, Bird Watching",Udawalawe National Park,Medium,Luxury
U0651,68,"Animal Watching, Cultural Tours, Educational Tours",Sigiriya Museum,High,Relaxed
U0652,65,Fishing,"Jaffna Fort, Mount Lavinia Beach",Low,Balanced
U0653,63,"Tea Plucking, Historical Exploration","Horton Plains National Park, Wilpattu National Park, Martin Wickramasinghe Folk Museum Complex",Medium,Luxury
U0654,54,Rafting,"Polonnaruwa, Hakgala Botanic Gardens, Ceylon Tea Museum",Medium,Luxury
U0655,56,Tea Plucking,"Sigiriya Museum, Galle Fort, Glenloch Tea Factory",Medium,Relaxed
U0656,59,Animal Watching,Mirissa Beach,High,Balanced
U0657,60,Cultural Exploration,,Low,Luxury
U0658,60,Boating,"Bluefield Tea Gardens, Glenloch Tea Factory",Medium,Luxury
U0659,65,Wildlife Safaris,Pedro Tea Factory,High,Luxury
U0660,67,"Animal Watching, Photography, Hiking","Ramboda Waterfall, Marble Beach",Low,Backpacker
U0661,57,"Cultural Exploration, Agricultural Workshops",Ariyapala Mask Museum,High,Adventurous
U0662,63,"Bird Watching, Yoga","Sigiriya The Ancient Rock Fortress, Martin Wickramasinghe Folk Museum Complex, Sigiriya Museum",Low,Adventurous
U0663,57,"Kayaking, Nature Walks, Wildlife","Udawattekele Sanctuary, Koneswaram Temple, Samadhi Statue",Medium,Balanced
U0664,65,"Jeep Safaris, Tea Plucking","Kaudulla National Park, Bentota Beach, Wilpattu National Park",High,Relaxed
U0665,59,"Beach Hopping, Walking Trails, Boat Tours","Nallur Kovil, Minneriya National Park, Pigeon Island National Park",Medium,Balanced
U0666,63,"Exploring Exhibits, Fruit Picking",Ritigala Forest Monastery,Medium,Adventurous
U0667,53,"Wildlife, Meditation, Hiking ",Royal Botanical Gardens,High,Backpacker
U0668,63,Wildlife Spotting,"Sinharaja Forest Reserve, Diyaluma Falls, Polonnaruwa",Low,Luxury
U0669,64,"Yoga, Walking Trails, Kite Surfing",,Low,Relaxed
U0670,61,"Wildlife, Rafting",,Low,Adventurous
U0671,62,Tea Plucking,Minneriya Tusker Safaris,Low,Backpacker
U0672,67,"Wildlife Spotting, Bird Watching, Boating",Jethawanaramaya Stupa,High,Adventurous
U0673,57,"Cultural Tours, Meditation, Wildlife",Sea Turtle Farm Galle Mahamodara,Low,Luxury
U0674,70,Wildlife Safaris,"Kalutara Beach, Mihintale",Medium,Luxury
U0675,61,"Learning History, Fruit Picking","National Zoological Gardens of Sri Lanka, Marble Beach, Bundala National Park",High,Backpacker
U0676,65,"Walking Trails, Jet Skiing","Baker's Falls, Tissa Wewa, St Clair's Falls",Low,Luxury
U0677,53,"Nature Photography, Fruit Picking",Arugam Bay,High,Relaxed
U0678,53,"Nature Photography, Boat Tours, Trekking","Nilaveli Beach, Pigeon Island National Park",Low,Relaxed
U0679,58,Historical Exploration,Galle Fort,Medium,Luxury
U0680,61,"Walking Trails, Snorkeling",Jaffna Fort,Medium,Balanced
U0681,57,Tea Plucking,Pedro Tea Factory,Low,Balanced
U0682,54,Walking Trails,,Medium,Balanced
U0683,69,Architectural Marvel,"Passikudah Beach, Royal Botanical Gardens, Victoria Park of Nuwara Eliya",Low,Backpacker
U0684,63,"Relaxation, Sunbathing, Tea Plucking","Passikudah Beach, Polonnaruwa",Low,Backpacker
U0685,70,"Jet Skiing, Jeep Safaris, Educational Tours","Damro Labookellie Tea Centre and Tea Garden, Ramboda Waterfall",Medium,Adventurous
U0686,51,"Beach Hopping, Yoga",Minneriya National Park,Low,Adventurous
U0687,51,"Boat Tours, Photography","Dambulla Cave Temple, Community Tsunami Museum, Mount Lavinia Beach",Low,Luxury
U0688,64,"Boating, Rafting","Brief Garden - Bevis Bawa, Ceylon Tea Museum",Low,Backpacker
U0689,60,"Yoga, Agricultural Workshops, Beach Hopping",Koneswaram Temple,Low,Relaxed
U0690,53,"Surfing, Swimming, Agricultural Workshops",Dagoba of Thuparama,Low,Balanced
U0691,52,"Meditation, Fishing",Dagoba of Thuparama,Medium,Luxury
U0692,63,"Nature Photography, Snorkeling, Kit Surfing","Negombo Beach, Samadhi Statue",High,Balanced
U0693,65,"Snorkeling, Fruit Picking, Meditation","Mihintale, Handunugoda Tea Estate",High,Backpacker
U0694,54,"Trekking, Hiking",,Medium,Balanced
U0695,56,"Boat Tours, Exploring Exhibits","Wilpattu National Park, Halpewatte Tea Factory Tour",High,Balanced
U0696,56,Cultural Activities,"St Clair's Falls, Samadhi Statue",High,Backpacker
U0697,61,"Jeep Safaris, Walking Trails","Halpewatte Tea Factory Tour, Negombo Beach",Low,Balanced
U0698,54,"Rafting, Sunbathing","Kalametiya Eco Bird Watching, Jaffna Fort, Lover's Leap Falls",Low,Balanced
U0699,58,"Tea Plucking, Sunbathing, Nature Photography",Kandy Lake,Low,Adventurous
U0700,57,"Surfing, Tea Plucking, Jeep Safaris","Brief Garden - Bevis Bawa, Ruwanwelisaya, Dambatenne Tea Factory",High,Adventurous
U0701,60,"Educational Tours, Rafting",,Medium,Relaxed
U0702,47,"Cultural Tours, Educational Tours","Arugam Bay, Yala",Low,Relaxed
U0703,33,Rafting,,High,Luxury
U0704,28,"Kit Surfing, Boating",,High,Luxury
U0705,42,Cultural Tours,Trincomalee,Medium,Adventurous
U0706,49,"Swimming, Kit Surfing, Boating",,Low,Adventurous
U0707,32,"Rafting, Kit Surfing, Cultural Tours",Yala,Low,Backpacking
U0708,26,"Kit Surfing, Swimming","Ella, Arugam Bay",High,Balanced
U0709,57,"Swimming, Animal Watching",,Low,Balanced
U0710,37,Educational Tours,,Medium,Luxury
U0711,27,"Boating, Educational Tours, Rafting",,Low,Backpacking
U0712,51,"Yoga, Swimming, Animal Watching",,Medium,Luxury
U0713,23,"Kit Surfing, Swimming",,Low,Luxury
U0714,34,"Swimming, Kit Surfing, Educational Tours",Yala,High,Relaxed
U0715,19,"Boating, Yoga","Polonnaruwa, Ella",High,Backpacking
U0716,57,Rafting,Sigiriya,Low,Balanced
U0717,59,"Educational Tours, Boating",,High,Relaxed
U0718,28,"Cultural Tours, Rafting",,Low,Adventurous
U0719,31,Cultural Tours,"Polonnaruwa, Gregory Lake",High,Backpacking
U0720,19,"Yoga, Cultural Tours","Polonnaruwa, Arugam Bay",Medium,Luxury
U0721,20,Cultural Tours,,High,Adventurous
U0722,21,"Cultural Tours, Educational Tours",Gregory Lake,High,Backpacking
U0723,43,"Cultural Tours, Swimming, Yoga",Arugam Bay,Low,Balanced
U0724,24,"Boating, Cultural Tours",Polonnaruwa,Medium,Luxury
U0725,29,"Cultural Tours, Educational Tours",,High,Luxury
U0726,39,Rafting,Polonnaruwa,Low,Luxury
U0727,56,Swimming,"Trincomalee, Arugam Bay",Medium,Backpacking
U0728,26,Yoga,,Low,Balanced
U0729,37,"Swimming, Animal Watching",,Medium,Luxury
U0730,38,"Cultural Tours, Animal Watching",,Medium,Balanced
U0731,19,Yoga,,Medium,Adventurous
U0732,48,"Boating, Kit Surfing, Rafting",,Low,Balanced
U0733,50,"Kit Surfing, Boating, Educational Tours",,Low,Luxury
U0734,55,Swimming,,High,Backpacking
U0735,49,Swimming,Sigiriya,Medium,Luxury
U0736,27,Kit Surfing,"Arugam Bay, Ella",High,Backpacking
U0737,18,Yoga,,Medium,Adventurous
U0738,29,Kit Surfing,,Medium,Luxury
U0739,40,Boating,"Ella, Sigiriya",Low,Adventurous
U0740,42,"Swimming, Rafting",,High,Adventurous
U0741,47,"Educational Tours, Boating, Animal Watching","Yala, Ella",Low,Balanced
U0742,24,"Rafting, Boating",Sigiriya,Medium,Relaxed
U0743,38,Cultural Tours,,Low,Balanced
U0744,35,"Yoga, Boating, Educational Tours",Kandy,Medium,Luxury
U0745,41,Yoga,Kandy,Low,Balanced
U0746,19,"Animal Watching, Cultural Tours, Boating",,Medium,Balanced
U0747,19,"Educational Tours, Cultural Tours",,High,Backpacking
U0748,21,Kit Surfing,,High,Balanced
U0749,24,Rafting,Ella,Low,Balanced
U0750,19,Yoga,Ella,Low,Balanced
U0751,35,Rafting,Gregory Lake,Medium,Relaxed
U0752,28,Kit Surfing,,Medium,Backpacking
U0753,54,"Swimming, Kit Surfing",,Medium,Backpacking
U0754,31,"Cultural Tours, Yoga, Animal Watching","Yala, Sigiriya",Low,Balanced
U0755,49,"Yoga, Rafting, Educational Tours",,High,Balanced
U0756,26,Rafting,,Medium,Relaxed
U0757,20,Animal Watching,"Arugam Bay, Trincomalee",Medium,Relaxed
U0758,22,Kit Surfing,"Polonnaruwa, Yala",Medium,Balanced
U0759,57,Boating,,Low,Adventurous
U0760,52,Swimming,"Kandy, Yala",High,Adventurous
U0761,56,Yoga,Arugam Bay,Low,Balanced
U0762,39,"Yoga, Boating",,Medium,Backpacking
U0763,37,"Boating, Cultural Tours",Kandy,Medium,Balanced
U0764,57,Kit Surfing,,Low,Adventurous
U0765,18,"Educational Tours, Cultural Tours",Gregory Lake,Medium,Balanced
U0766,25,Boating,,Medium,Adventurous
U0767,53,Rafting,"Gregory Lake, Trincomalee",High,Backpacking
U0768,56,Rafting,Gregory Lake,High,Adventurous
U0769,43,"Yoga, Educational Tours, Kit Surfing","Sigiriya, Kandy",High,Luxury
U0770,47,"Educational Tours, Cultural Tours",Ella,Low,Backpacking
U0771,21,"Educational Tours, Boating, Kit Surfing",Ella,Medium,Adventurous
U0772,47,"Educational Tours, Kit Surfing, Animal Watching",Yala,Medium,Adventurous
U0773,23,Kit Surfing,,Medium,Backpacking
U0774,37,"Boating, Animal Watching, Kit Surfing",,High,Relaxed
U0775,28,"Cultural Tours, Educational Tours","Trincomalee, Kandy",High,Backpacking
U0776,19,Kit Surfing,,Low,Luxury
U0777,19,"Yoga, Swimming, Rafting","Yala, Ella",High,Balanced
U0778,50,Kit Surfing,"Gregory Lake, Trincomalee",Low,Backpacking
U0779,46,"Boating, Yoga",,High,Adventurous
U0780,55,"Boating, Educational Tours, Swimming",Kandy,High,Adventurous
U0781,55,Cultural Tours,,Low,Luxury
U0782,26,"Swimming, Animal Watching, Kit Surfing","Arugam Bay, Kandy",Medium,Relaxed
U0783,37,"Rafting, Yoga, Swimming",Yala,Medium,Relaxed
U0784,42,"Animal Watching, Educational Tours, Swimming",,Low,Adventurous
U0785,42,"Kit Surfing, Educational Tours",Sigiriya,High,Balanced
U0786,48,"Boating, Cultural Tours, Yoga",Gregory Lake,Low,Luxury
U0787,23,"Educational Tours, Yoga, Boating",,Medium,Balanced
U0788,53,Swimming,Yala,Low,Balanced
U0789,49,"Cultural Tours, Rafting",Arugam Bay,High,Adventurous
U0790,34,"Kit Surfing, Rafting","Ella, Arugam Bay",Medium,Backpacking
U0791,32,Cultural Tours,,Medium,Luxury
U0792,53,Swimming,Kandy,Medium,Luxury
U0793,52,Swimming,Ella,Low,Backpacking
U0794,49,"Kit Surfing, Boating, Yoga","Polonnaruwa, Yala",High,Backpacking
U0795,23,"Educational Tours, Yoga","Arugam Bay, Sigiriya",Medium,Luxury
U0796,20,Kit Surfing,"Kandy, Ella",Low,Luxury
U0797,27,Rafting,,Medium,Balanced
U0798,25,"Cultural Tours, Educational Tours",Arugam Bay,Medium,Balanced
U0799,34,Educational Tours,,Low,Adventurous
U0800,47,Yoga,"Gregory Lake, Yala",High,Relaxed
U0801,38,"Educational Tours, Boating",,Low,Relaxed
U0802,22,"Boating, Animal Watching","Ella, Polonnaruwa",Low,Relaxed
U0803,50,Cultural Tours,,Medium,Relaxed
U0804,48,"Swimming, Kit Surfing",Ella,Low,Relaxed
U0805,21,"Animal Watching, Kit Surfing, Educational Tours",Arugam Bay,Medium,Backpacking
U0806,57,Kit Surfing,,Low,Balanced
U0807,26,"Rafting, Yoga",,High,Adventurous
U0808,58,"Swimming, Educational Tours",Gregory Lake,Low,Balanced
U0809,43,"Swimming, Cultural Tours, Yoga",Kandy,Low,Backpacking
U0810,23,"Kit Surfing, Cultural Tours, Yoga","Trincomalee, Gregory Lake",Medium,Luxury
U0811,48,"Swimming, Rafting, Animal Watching",Trincomalee,High,Balanced
U0812,50,"Educational Tours, Yoga",Ella,Low,Relaxed
U0813,55,"Rafting, Animal Watching",Gregory Lake,High,Luxury
U0814,46,"Kit Surfing, Rafting","Polonnaruwa, Sigiriya",Medium,Luxury
U0815,23,"Educational Tours, Kit Surfing",,Medium,Balanced
U0816,55,"Cultural Tours, Boating",,High,Adventurous
U0817,48,"Rafting, Boating, Kit Surfing",,High,Adventurous
U0818,49,"Kit Surfing, Rafting",Trincomalee,Low,Relaxed
U0819,42,"Rafting, Animal Watching, Boating","Arugam Bay, Sigiriya",High,Relaxed
U0820,51,Swimming,,Low,Luxury
U0821,47,"Boating, Rafting",Polonnaruwa,Low,Backpacking
U0822,35,"Kit Surfing, Rafting, Yoga",,Medium,Backpacking
U0823,24,Boating,,Medium,Adventurous
U0824,29,"Boating, Educational Tours",,Low,Balanced
U0825,57,"Kit Surfing, Cultural Tours",,Medium,Balanced
U0826,33,Swimming,"Ella, Kandy",Low,Relaxed
U0827,39,"Boating, Cultural Tours",,Medium,Relaxed
U0828,42,"Kit Surfing, Cultural Tours, Swimming","Yala, Sigiriya",Low,Luxury
U0829,53,"Swimming, Animal Watching",,Medium,Luxury
U0830,40,"Swimming, Educational Tours",,Medium,Luxury
U0831,29,Educational Tours,,Low,Luxury
U0832,47,"Yoga, Educational Tours, Cultural Tours",Kandy,High,Relaxed
U0833,36,"Yoga, Rafting, Swimming",Sigiriya,Low,Luxury
U0834,29,Educational Tours,Arugam Bay,Low,Backpacking
U0835,35,Yoga,,Medium,Relaxed
U0836,58,"Boating, Animal Watching",,High,Luxury
U0837,58,Animal Watching,"Polonnaruwa, Trincomalee",Medium,Balanced
U0838,54,Educational Tours,,Medium,Adventurous
U0839,32,Cultural Tours,Kandy,Medium,Adventurous
U0840,51,"Cultural Tours, Educational Tours, Boating",,Medium,Balanced
U0841,49,"Educational Tours, Yoga",Trincomalee,Medium,Backpacking
U0842,56,"Kit Surfing, Animal Watching, Cultural Tours",,High,Adventurous
U0843,19,Swimming,"Sigiriya, Arugam Bay",Low,Balanced
U0844,39,"Rafting, Animal Watching",Sigiriya,High,Luxury
U0845,26,"Boating, Kit Surfing",,High,Relaxed
U0846,56,"Educational Tours, Animal Watching, Rafting","Kandy, Arugam Bay",High,Backpacking
U0847,33,"Kit Surfing, Boating, Animal Watching",Polonnaruwa,High,Balanced
U0848,25,"Rafting, Educational Tours, Animal Watching","Gregory Lake, Ella",High,Relaxed
U0849,44,Kit Surfing,,Medium,Luxury
U0850,59,Kit Surfing,"Polonnaruwa, Trincomalee",Low,Relaxed
U0851,22,"Yoga, Educational Tours","Ella, Gregory Lake",High,Backpacking
U0852,22,"Yoga, Kit Surfing, Boating",,Medium,Adventurous
U0853,60,Cultural Tours,,High,Backpacking
U0854,34,Boating,"Yala, Gregory Lake",High,Balanced
U0855,57,"Animal Watching, Boating",,Medium,Balanced
U0856,33,"Animal Watching, Yoga",,High,Luxury
U0857,45,"Rafting, Kit Surfing",Ella,Low,Backpacking
U0858,28,Rafting,Kandy,Low,Backpacking
U0859,22,"Kit Surfing, Cultural Tours",,High,Relaxed
U0860,45,Kit Surfing,,High,Relaxed
U0861,36,Rafting,"Gregory Lake, Ella",Low,Luxury
U0862,51,Boating,,High,Backpacking
U0863,42,Swimming,"Ella, Sigiriya",Medium,Adventurous
U0864,52,"Kit Surfing, Cultural Tours, Educational Tours",Yala,Low,Luxury
U0865,33,"Cultural Tours, Swimming, Kit Surfing",Sigiriya,Medium,Luxury
U0866,26,"Boating, Educational Tours, Yoga",Sigiriya,Medium,Luxury
U0867,60,"Educational Tours, Swimming",Kandy,Medium,Adventurous
U0868,37,Educational Tours,,Medium,Backpacking
U0869,27,"Kit Surfing, Yoga, Swimming",Trincomalee,Medium,Luxury
U0870,53,Yoga,,Low,Luxury
U0871,33,"Animal Watching, Kit Surfing","Gregory Lake, Ella",High,Backpacking
U0872,32,Cultural Tours,,Medium,Adventurous
U0873,43,"Kit Surfing, Cultural Tours, Rafting",Trincomalee,Low,Relaxed
U0874,59,"Cultural Tours, Animal Watching, Yoga",,Medium,Luxury
U0875,47,Animal Watching,,High,Adventurous
U0876,33,Educational Tours,,Medium,Relaxed
U0877,38,"Animal Watching, Kit Surfing, Boating","Kandy, Gregory Lake",Medium,Backpacking
U0878,23,"Rafting, Kit Surfing, Yoga",,Low,Backpacking
U0879,55,"Cultural Tours, Educational Tours, Boating",Yala,Low,Backpacking
U0880,41,"Animal Watching, Boating, Yoga","Kandy, Trincomalee",Medium,Backpacking
U0881,56,"Swimming, Rafting, Boating","Yala, Trincomalee",Medium,Backpacking
U0882,58,"Boating, Educational Tours",,Medium,Luxury
U0883,31,"Educational Tours, Animal Watching, Swimming",Kandy,Medium,Adventurous
U0884,49,Swimming,,Medium,Luxury
U0885,45,Yoga,,Medium,Balanced
U0886,23,Yoga,"Trincomalee, Sigiriya",Low,Adventurous
U0887,59,Cultural Tours,Sigiriya,Medium,Relaxed
U0888,52,"Boating, Animal Watching, Swimming",Sigiriya,Medium,Adventurous
U0889,52,Rafting,Gregory Lake,High,Balanced
U0890,44,"Yoga, Kit Surfing, Animal Watching",,Medium,Relaxed
U0891,40,"Animal Watching, Swimming","Sigiriya, Kandy",Medium,Relaxed
U0892,52,"Yoga, Cultural Tours",,High,Luxury
U0893,47,"Educational Tours, Swimming",,Medium,Adventurous
U0894,56,Yoga,"Sigiriya, Arugam Bay",High,Luxury
U0895,55,Educational Tours,,Medium,Luxury
U0896,48,"Swimming, Boating, Educational Tours",,Low,Adventurous
U0897,38,"Animal Watching, Educational Tours",,Low,Luxury
U0898,23,Yoga,Polonnaruwa,Medium,Balanced
U0899,36,"Educational Tours, Kit Surfing, Cultural Tours",Gregory Lake,Medium,Adventurous
U0900,28,Cultural Tours,,Medium,Adventurous
U0901,33,"Animal Watching, Yoga, Rafting","Trincomalee, Gregory Lake",High,Relaxed
U0902,40,Rafting,"Polonnaruwa, Ella",Low,Adventurous
U0903,19,Yoga,,Low,Balanced
U0904,34,Rafting,,Low,Relaxed
U0905,33,Educational Tours,,Low,Relaxed
U0906,44,"Boating, Animal Watching, Kit Surfing","Yala, Trincomalee",High,Backpacking
U0907,57,Cultural Tours,"Polonnaruwa, Kandy",High,Relaxed
U0908,31,"Yoga, Rafting, Boating","Sigiriya, Arugam Bay",High,Luxury
U0909,53,Swimming,Kandy,Medium,Balanced
U0910,60,Animal Watching,Ella,Medium,Relaxed
U0911,57,"Swimming, Cultural Tours, Yoga",,High,Adventurous
U0912,23,"Rafting, Kit Surfing",,High,Backpacking
U0913,21,Swimming,"Polonnaruwa, Sigiriya",High,Luxury
U0914,33,"Rafting, Boating, Yoga","Kandy, Arugam Bay",High,Backpacking
U0915,22,"Educational Tours, Kit Surfing, Yoga",,High,Balanced
U0916,56,"Animal Watching, Yoga, Cultural Tours",Yala,Medium,Relaxed
